# <E>	<m>	crossover points
69.8250	65.6700	21 52 63 79 103 148 172 
92.2050	70.6050	22 60 73 104 214 235 253 
82.6650	71.5300	11 31 68 84 113 161 218 
84.4600	70.3900	34 79 173 199 223 234 253 
72.9750	68.7350	29 42 55 66 149 190 252 
83.4100	64.8950	94 173 187 205 221 240 252 
74.6400	69.4950	24 62 72 103 129 149 186 
84.2200	75.0700	14 36 90 117 170 218 253 
72.9550	58.4550	115 133 152 189 220 234 250 
83.5750	70.2900	28 52 64 79 143 228 243 
76.9200	73.1550	53 88 112 146 166 190 210 
74.3700	70.5800	58 143 163 178 191 241 254 
81.3900	70.9400	42 60 74 90 104 129 214 
86.4700	74.2250	30 43 58 112 186 214 236 
74.9900	67.6500	19 55 150 179 219 241 253 
80.2150	61.5850	21 32 55 67 97 229 247 
69.6450	61.9400	14 29 47 60 96 140 163 
66.4900	70.4550	39 55 97 115 143 187 241 
70.7550	62.6150	21 32 58 79 112 130 161 
81.8050	73.2400	16 52 72 103 130 194 252 
80.2200	66.3100	14 33 50 79 190 239 253 
77.8500	60.4650	11 25 135 189 218 233 252 
72.4650	73.2550	19 34 51 122 195 221 239 
76.9100	57.3750	113 134 172 198 226 239 252 
73.7700	64.8550	21 39 70 110 226 239 251 
68.4300	66.2550	23 42 147 169 183 232 245 
81.3500	66.2350	16 28 61 80 140 241 253 
83.0500	72.1000	54 88 99 133 192 215 254 
79.0450	64.4050	19 30 43 66 89 102 214 
82.6700	69.4950	67 99 123 206 227 238 251 
69.0300	73.1450	36 54 125 166 186 210 229 
77.1750	60.8050	15 28 71 88 121 241 254 
81.7050	70.7600	33 61 140 175 188 234 252 
87.7750	72.9600	22 32 60 91 172 209 243 
88.1850	74.2950	14 36 59 84 152 209 236 
82.9050	71.7200	14 31 91 110 130 163 210 
81.6200	73.3800	52 87 101 121 163 195 220 
81.6050	67.6050	11 24 36 58 87 176 254 
62.2900	64.5650	16 52 66 94 117 152 172 
65.6450	58.0200	11 25 36 62 91 117 143 
76.5000	56.4400	11 36 53 184 210 235 247 
74.6250	59.7450	30 148 189 206 221 240 253 
65.1750	69.5150	21 32 110 134 161 176 191 
88.6850	73.9050	22 81 123 163 192 225 249 
77.1650	62.2200	98 117 135 163 178 205 244 
89.9700	69.0100	23 58 99 207 228 240 253 
83.3000	60.5700	26 51 66 84 210 225 236 
77.6300	70.5100	22 32 117 140 170 206 252 
62.5200	52.5050	35 50 62 72 90 110 130 
66.4250	72.3800	44 65 123 159 175 191 217 
89.3500	70.4800	11 25 47 64 75 179 218 
85.5650	72.9400	42 60 70 98 179 206 231 
77.7800	75.5000	33 96 127 168 190 235 252 
87.1150	69.7900	16 31 101 186 220 234 247 
82.7750	72.7500	19 62 135 166 186 224 246 
82.7850	62.9950	17 35 60 71 94 221 245 
82.1300	72.1300	68 172 188 215 228 240 253 
62.7000	65.0900	21 37 55 68 94 113 172 
82.5650	64.8000	16 29 94 199 219 233 250 
79.7600	73.5600	38 78 140 161 187 214 239 
79.3200	75.7650	16 33 69 112 150 179 239 
73.9450	66.0500	17 50 65 90 130 241 254 
85.9700	67.8150	55 66 178 190 217 231 250 
69.6300	52.4800	128 164 191 207 224 234 254 
75.4700	61.4600	16 125 168 196 219 234 246 
77.8050	67.1800	13 34 49 61 122 232 252 
88.5800	67.1700	14 54 73 178 191 227 250 
84.7400	63.3150	16 110 169 181 198 228 254 
73.9150	58.0000	13 30 42 175 190 206 225 
79.2600	67.3200	78 127 168 190 227 239 252 
82.8200	67.4050	75 127 159 181 210 232 253 
68.3400	48.9500	135 170 184 196 217 239 253 
76.0350	57.7700	110 170 188 210 225 235 250 
71.8350	59.2450	19 33 150 180 205 238 252 
77.6350	67.5000	13 26 43 88 102 143 179 
76.7050	62.5150	17 36 159 179 207 230 252 
82.1700	69.2600	15 57 135 166 205 224 246 
83.0050	69.4900	65 75 157 179 227 241 253 
87.6600	67.6750	13 25 90 102 130 229 254 
77.9900	71.0600	26 47 59 96 125 159 198 
72.4200	53.7950	11 25 37 184 214 232 250 
74.9550	69.3300	66 146 172 184 198 223 235 
80.6450	73.4550	28 49 79 94 117 149 215 
77.3650	69.2100	24 36 81 148 172 190 253 
91.1650	67.4300	21 33 78 95 206 227 249 
80.9300	50.3350	13 25 36 57 74 232 247 
68.2400	51.6700	13 25 37 179 194 210 250 
63.8500	62.3550	14 28 50 69 96 121 166 
71.5400	65.8600	33 51 68 112 129 239 254 
85.4100	74.6300	21 55 87 130 205 221 238 
84.4250	70.9450	16 32 51 73 94 180 218 
76.3800	72.9450	17 54 68 103 180 241 254 
79.1000	70.1150	11 25 47 65 79 168 232 
82.9250	64.7250	19 57 70 90 196 231 253 
70.6700	66.8400	17 50 80 98 121 148 179 
89.0800	69.1650	25 55 74 90 183 228 247 
85.2250	58.7700	23 36 58 181 199 228 250 
73.2650	74.6950	52 115 135 159 186 205 233 
76.8850	66.1700	11 30 44 60 78 92 186 
87.7800	76.1850	22 52 79 157 214 233 254 
80.5600	69.7750	13 28 38 87 127 178 253 
64.0850	71.5000	28 39 54 125 148 179 192 
83.2650	67.9250	17 96 122 184 214 228 244 
66.2850	58.4300	15 33 55 69 92 128 253 
76.5900	58.5200	16 36 54 71 91 229 244 
80.1550	67.1300	19 52 96 210 228 241 253 
83.7650	70.8300	13 51 62 80 115 133 215 
89.2150	71.4100	11 57 68 81 172 218 234 
84.7950	73.2800	25 36 90 113 149 203 226 
83.1550	72.8050	61 74 101 122 166 179 238 
76.0300	74.4900	14 44 94 121 147 172 224 
70.1400	67.3700	24 34 115 135 161 183 252 
79.1750	69.0150	43 57 152 178 190 229 245 
91.8450	66.7600	11 30 43 62 80 198 246 
90.3150	63.1700	15 27 47 61 78 203 232 
72.2750	65.5000	16 37 57 71 103 143 244 
83.0850	74.3150	37 94 112 149 206 226 243 
74.7650	65.1300	14 26 87 113 134 159 253 
67.5750	69.9700	17 57 70 125 157 175 198 
81.6400	65.7700	58 94 195 214 229 241 254 
90.8200	68.8500	17 75 177 198 223 235 250 
80.5800	67.2950	24 37 61 87 102 129 178 
84.7400	73.5550	50 84 99 140 215 234 254 
82.2250	75.0750	59 95 113 149 175 196 249 
83.1350	69.9550	13 31 88 112 140 163 205 
76.8200	60.7900	14 36 58 69 194 223 235 
79.5200	73.0650	15 42 68 81 112 146 209 
78.5950	74.2950	13 55 67 91 125 176 203 
90.6700	66.3850	26 66 178 190 207 228 245 
77.1050	61.4450	34 53 177 191 218 232 254 
85.4650	67.4250	47 70 88 103 215 231 249 
82.2250	65.0700	19 30 47 64 184 206 239 
79.1050	70.8050	63 146 175 188 209 234 251 
74.6300	60.3600	22 34 70 84 101 133 252 
73.5750	68.0100	13 26 49 63 101 134 195 
71.3950	55.3650	16 33 47 60 84 98 133 
88.0800	71.0850	22 50 62 75 98 196 234 
84.5250	73.1300	67 90 125 163 195 220 250 
74.3200	69.0300	21 31 51 63 125 225 235 
84.2650	74.3650	35 61 81 149 169 191 224 
82.7100	63.1350	26 122 150 180 198 231 247 
88.3100	67.5800	84 147 173 187 206 224 239 
81.8950	71.0500	19 31 52 72 169 232 244 
79.2000	75.4200	53 69 140 186 206 230 250 
84.6650	72.2600	36 58 87 103 127 207 231 
79.7450	75.6800	19 39 73 122 166 195 226 
88.2700	70.6250	11 80 95 116 133 176 224 
72.5250	71.7000	15 49 92 116 168 241 253 
87.7200	72.2300	44 89 169 183 214 230 245 
85.7750	74.1800	11 69 116 150 177 220 251 
72.4150	63.5700	17 29 42 55 67 172 245 
84.6050	75.4050	13 58 84 113 140 169 206 
86.2050	77.8150	35 65 112 164 199 221 246 
86.9050	61.4100	13 34 90 215 227 238 252 
82.9450	61.9650	16 30 54 176 206 229 243 
76.5900	56.4650	23 33 52 184 206 231 250 
64.9550	67.9850	39 69 89 101 128 161 179 
83.7950	74.0150	11 37 69 130 176 198 238 
80.9150	69.8350	69 112 128 175 198 220 254 
81.2500	68.2400	16 30 99 191 217 233 253 
67.9700	61.8800	50 65 78 92 122 236 253 
73.0450	68.1100	11 29 43 121 221 232 251 
74.5500	69.9750	42 130 180 192 215 233 245 
69.8350	63.4850	27 42 58 72 88 116 164 
83.8050	67.8900	78 115 173 189 224 238 252 
82.7500	71.8500	22 39 65 91 181 196 247 
83.9350	72.0300	13 31 95 147 178 195 214 
84.7750	55.2700	22 35 59 199 220 231 244 
91.6150	73.8050	14 78 97 147 179 234 246 
84.9850	69.6950	15 62 147 206 229 240 253 
85.7000	70.3300	22 35 60 147 177 233 249 
75.9650	61.0350	11 25 59 81 97 121 159 
78.3950	72.4500	27 70 94 157 175 192 221 
83.4100	68.7200	13 33 73 91 116 135 230 
77.1950	58.7350	14 53 64 81 104 240 253 
79.0850	72.6350	67 97 148 175 192 227 241 
83.1650	71.6600	14 35 54 73 173 190 244 
69.2950	62.4850	16 39 166 209 225 239 252 
79.8200	62.6800	96 127 150 186 215 232 249 
84.4300	67.7850	78 102 175 188 220 236 250 
81.5850	74.2250	19 51 71 91 157 206 251 
83.2650	68.2550	15 31 112 140 176 228 250 
78.8350	70.9150	15 29 39 91 168 183 243 
84.7500	67.8200	11 33 68 177 189 220 252 
72.6000	62.5500	13 29 140 169 187 207 240 
69.3150	68.9250	21 35 101 128 168 191 207 
78.4050	71.4000	43 62 72 147 170 227 253 
76.3800	70.7950	23 37 52 64 104 183 243 
86.8500	67.7900	14 26 60 71 87 112 203 
86.7800	69.2450	23 96 157 184 210 229 245 
75.9500	64.2700	17 121 161 186 198 224 238 
78.4450	69.2100	32 44 65 150 170 218 241 
81.1100	74.3450	15 47 68 152 187 218 234 
65.7000	67.7150	25 44 60 70 125 161 187 
89.7900	73.4200	23 79 101 135 173 198 246 
73.6400	56.9800	22 147 168 194 217 230 252 
80.3100	64.3850	15 55 69 92 215 227 239 
67.5050	52.6900	17 30 172 184 207 238 253 
67.8000	62.1050	44 60 70 89 104 129 152 
83.5350	73.2700	17 31 53 64 78 168 207 
83.9000	57.6700	13 28 51 69 206 232 252 
82.3850	68.0700	27 110 173 195 221 234 252 
69.8050	53.1100	122 150 178 203 219 241 253 
89.2850	61.0700	19 37 63 74 214 229 249 
65.3650	64.2350	17 42 57 68 84 152 173 
82.5550	57.3800	11 28 53 74 97 235 252 
80.2150	64.0700	23 33 55 173 198 229 243 
68.1500	47.8800	143 164 179 191 217 236 254 
69.6950	64.9150	22 39 143 192 217 233 253 
85.3950	65.4150	11 25 35 62 173 224 250 
84.2050	70.1750	23 38 59 161 178 229 252 
94.7050	71.3000	16 79 163 177 207 231 244 
80.9450	74.6600	21 63 91 135 166 190 221 
85.3100	64.5800	94 161 187 203 219 231 245 
80.8850	66.5600	17 39 75 101 223 233 254 
94.4050	73.0650	23 75 96 166 198 228 252 
82.0000	64.8250	90 113 129 150 176 238 253 
86.5800	63.0150	11 25 44 84 210 226 239 
87.4150	66.4400	16 84 178 192 209 234 251 
86.1750	72.0150	16 36 61 87 163 183 247 
67.7050	69.5450	13 43 64 94 117 149 180 
66.8350	66.2450	73 97 115 133 152 175 194 
83.3100	69.8000	16 30 57 70 128 228 247 
68.8850	67.6900	36 135 173 187 205 225 235 
74.9850	52.4650	21 31 54 194 214 231 244 
73.7600	70.4500	44 116 183 198 223 236 251 
79.8700	75.0450	37 101 129 157 186 209 236 
81.1600	71.6300	13 71 117 150 189 229 249 
80.6250	67.0650	26 44 87 98 121 227 244 
72.0200	54.4150	13 34 177 214 227 240 253 
72.7950	70.1850	29 49 69 103 127 157 243 
86.2800	64.3350	11 27 64 75 97 221 234 
82.9000	71.2450	16 73 102 150 170 191 235 
82.8100	67.0500	14 26 64 74 161 241 254 
83.9550	65.1700	23 110 176 191 207 224 241 
82.5700	74.8000	22 54 72 88 112 146 214 
77.6600	60.8600	102 128 161 183 223 234 246 
71.2200	62.9500	23 34 150 179 209 238 253 
76.2750	68.2000	17 34 49 61 103 123 205 
76.7250	71.0000	36 62 74 113 133 157 235 
83.3650	74.2200	15 36 57 102 179 194 244 
95.9500	69.1850	21 79 181 196 215 228 251 
79.5100	72.2300	17 68 89 101 121 159 207 
79.9300	62.3200	97 117 134 161 183 227 247 
88.9450	69.3050	13 27 84 103 178 205 253 
76.5250	72.8150	13 30 44 96 127 166 209 
85.5000	70.0900	16 90 103 128 168 181 224 
75.9900	49.6200	21 32 47 61 78 95 252 
74.7450	71.4600	24 67 115 133 159 236 252 
90.1900	65.9500	15 31 47 81 196 226 244 
74.8050	71.8650	21 34 53 72 94 148 214 
86.0950	73.4950	60 71 90 103 173 191 221 
73.4450	75.7200	54 95 133 175 187 241 254 
84.0300	65.2400	13 25 36 60 87 130 236 
75.4850	66.5050	19 34 50 62 74 175 254 
88.4300	70.2050	14 29 58 75 92 122 230 
71.6850	46.2300	149 177 192 209 225 238 250 
74.5950	68.6500	32 69 98 123 148 238 250 
89.9200	74.2800	16 55 78 102 194 224 234 
74.6100	71.7400	19 49 74 99 117 179 195 
92.0950	71.0950	13 87 98 123 198 234 249 
67.9650	53.2600	22 36 180 205 223 234 254 
86.3450	72.8900	51 81 134 164 180 198 223 
80.9950	73.3850	57 117 183 207 224 234 247 
76.9900	69.2150	13 25 37 55 78 173 188 
83.0950	63.9750	19 35 63 73 96 220 239 
72.8500	69.7250	31 64 74 92 112 168 190 
83.0100	69.6200	13 26 39 55 74 163 226 
76.3300	72.0350	14 42 69 113 130 203 220 
85.3200	74.5100	31 43 65 90 148 176 228 
73.6600	66.3550	28 50 157 173 191 229 247 
80.7450	66.1150	14 30 44 66 115 228 254 
87.7850	73.9450	24 79 110 159 180 235 253 
91.2900	74.7800	25 57 69 97 181 206 236 
81.6900	68.9700	47 62 73 89 189 235 247 
81.1100	74.4350	32 49 68 92 172 207 250 
79.1500	70.1450	23 33 65 163 191 207 232 
77.6550	63.2600	17 32 47 68 84 129 244 
85.2550	72.1450	14 33 80 99 117 150 218 
77.6150	68.7200	14 26 71 91 121 175 247 
78.8350	64.4600	14 28 42 59 88 129 170 
71.9400	68.8100	16 38 67 125 221 240 253 
82.1350	57.9900	17 62 72 89 224 234 247 
82.1800	68.7850	14 31 44 58 92 191 249 
81.4150	74.2550	37 72 98 128 164 203 230 
69.6000	57.2800	15 30 50 62 90 116 135 
78.6950	56.6200	11 33 55 189 209 225 250 
65.7900	68.5500	23 103 125 148 168 181 194 
89.5850	72.0450	15 74 102 134 218 233 254 
86.1150	74.6350	11 44 75 112 130 178 247 
74.1250	71.5750	55 73 92 130 169 184 240 
81.2450	69.9850	63 91 116 187 227 240 254 
70.8200	64.9100	43 149 172 184 199 228 251 
71.6650	66.7250	24 68 81 97 117 166 180 
87.6250	71.6850	32 47 63 79 97 134 206 
87.8850	71.9900	60 87 104 159 186 203 252 
68.4100	62.3600	21 39 161 187 209 224 253 
82.2200	63.8400	95 150 175 188 217 231 254 
86.1000	74.6350	14 26 37 98 152 177 220 
84.8750	63.5200	95 128 184 198 218 236 251 
76.1900	55.0850	15 28 49 186 215 233 251 
95.8400	72.3250	23 69 88 180 206 233 246 
71.7850	73.4950	24 42 65 116 149 170 219 
82.6150	64.7550	16 65 79 97 223 239 254 
69.5350	65.9700	14 27 43 61 117 143 180 
72.2500	58.1150	24 148 173 205 225 236 253 
85.1050	66.5150	17 31 50 91 198 221 243 
73.5950	56.2250	16 32 47 59 74 99 135 
82.8050	72.7300	57 68 81 102 134 186 246 
79.9000	74.5900	13 53 94 163 189 236 249 
77.1750	71.5550	34 69 148 180 195 217 235 
77.1500	49.4800	13 32 49 66 81 240 254 
90.1550	69.9350	33 60 70 173 219 230 252 
82.5550	75.6250	23 43 57 89 133 194 239 
75.0250	75.7400	52 64 117 135 169 217 244 
60.6000	67.6650	21 36 54 66 140 163 177 
82.2100	71.0750	16 38 84 103 172 239 251 
71.2200	67.6150	23 35 50 79 113 134 181 
84.2400	70.9750	21 33 47 59 99 207 241 
86.3400	68.3950	14 26 103 169 194 218 245 
81.9050	71.8350	24 70 166 186 215 236 249 
74.0800	64.7850	13 28 73 92 129 152 176 
82.8200	71.3850	13 28 64 117 192 215 233 
82.7700	58.6900	26 38 54 180 203 229 247 
76.8550	50.6250	25 36 52 65 80 235 251 
71.1200	61.6850	26 38 54 81 113 143 254 
72.3650	66.1600	15 43 147 198 225 238 253 
86.1350	73.4150	21 84 143 206 223 236 253 
84.8950	67.6900	11 36 73 96 116 225 245 
86.3900	74.0900	23 37 52 91 176 221 239 
70.8800	68.8450	69 122 147 166 181 233 249 
83.7950	63.6250	14 110 133 186 217 232 251 
73.8550	64.3800	47 159 176 188 217 230 243 
82.7450	71.4400	63 125 148 180 195 232 246 
83.6800	63.4700	17 30 49 62 184 221 244 
74.8800	69.9650	16 57 67 88 112 147 194 
76.3250	54.6150	15 33 55 67 217 236 250 
64.1300	66.2300	14 30 42 55 113 130 187 
93.4250	63.8850	89 149 179 195 218 230 250 
76.7700	56.3600	13 135 173 199 225 240 253 
83.6800	72.1050	22 69 87 115 181 203 253 
65.9750	61.3900	21 42 61 73 94 133 157 
69.3450	67.5650	14 27 37 53 66 110 187 
71.0350	66.2850	17 34 65 79 110 147 176 
71.9200	55.7250	25 39 54 66 79 94 235 
74.7750	68.6450	13 32 57 69 122 146 229 
79.0350	73.8050	36 90 102 133 157 183 240 
71.8950	58.7900	102 122 143 169 220 235 253 
81.9650	70.8050	15 27 53 69 87 169 206 
79.4650	70.0200	42 55 66 84 98 195 223 
67.6300	64.5600	11 26 37 54 127 238 251 
82.9700	67.0550	38 60 159 175 203 225 246 
84.1400	73.6750	13 35 91 147 172 233 253 
85.9750	67.5950	75 92 104 163 194 225 252 
83.3650	64.5800	13 32 134 195 214 227 245 
75.7750	67.8950	13 29 47 63 74 175 188 
71.0900	50.4750	143 163 178 195 225 238 252 
77.0400	67.8650	14 27 37 122 148 225 249 
72.2450	59.8650	23 34 51 180 228 239 254 
71.2700	72.9750	43 117 135 168 183 219 252 
80.1900	66.4400	13 28 113 134 172 189 231 
88.4800	74.3900	13 65 78 134 170 223 247 
80.2150	73.5200	31 94 115 152 173 190 244 
71.3450	44.0650	13 26 191 214 229 241 253 
69.3950	68.1350	39 59 122 149 170 188 215 
67.0550	41.9300	15 27 38 210 226 236 252 
75.1850	67.5250	15 27 121 143 217 239 253 
85.6250	73.5000	44 64 78 148 198 231 250 
86.7900	72.8950	31 51 95 176 188 206 239 
69.3800	44.7100	15 27 42 60 74 91 103 
75.3500	69.6650	24 37 78 113 143 169 250 
86.4900	75.3550	14 55 71 97 129 188 220 
77.2750	73.1700	49 61 123 161 187 225 244 
80.5050	71.2750	15 59 95 115 130 176 250 
92.4550	70.1200	21 79 177 206 226 236 252 
83.9800	70.1750	65 78 116 135 194 229 246 
66.8650	64.4900	35 59 70 84 127 149 170 
82.7750	70.4500	15 33 51 73 91 190 246 
77.5750	63.9450	17 116 140 175 196 218 250 
65.7800	47.9000	14 37 52 66 78 94 112 
80.9950	70.4850	23 42 80 127 147 177 247 
87.0900	69.1600	28 102 129 181 224 236 251 
87.4950	70.5250	14 84 157 192 229 241 253 
80.8450	60.6200	11 24 36 61 73 92 226 
85.6750	56.6250	30 47 61 73 218 241 254 
77.1650	68.6500	69 84 117 134 169 214 227 
82.4100	67.6300	72 97 173 190 210 241 253 
84.3400	67.3000	11 25 51 94 115 225 252 
87.4600	71.9150	64 89 113 161 210 232 251 
70.4350	66.2850	43 147 172 189 215 227 252 
84.6600	65.7200	14 104 170 194 215 235 251 
78.4750	73.5000	34 57 71 87 117 194 210 
92.4500	75.4550	31 87 103 135 168 230 246 
83.8700	71.4350	16 71 96 130 194 227 244 
85.5850	71.0550	66 80 102 133 157 229 250 
80.2600	65.8500	89 121 187 209 224 236 254 
69.0200	45.0950	11 32 50 61 71 88 101 
82.2050	72.8900	14 54 78 128 157 187 218 
64.2550	69.2050	57 71 92 110 127 161 181 
86.2800	73.1150	21 60 80 96 143 173 218 
78.8750	69.8100	11 28 96 134 173 186 199 
71.0400	70.0900	22 35 123 168 180 198 218 
76.0450	64.4600	15 101 122 148 179 238 250 
77.5350	55.9550	14 44 178 199 224 234 247 
86.3300	71.1350	11 26 80 135 166 189 246 
88.9600	71.7750	15 32 84 115 190 206 245 
77.1200	62.3250	95 121 143 196 225 236 254 
94.7800	69.4300	11 25 90 181 203 236 250 
86.3350	66.7050	84 98 116 147 199 226 239 
87.9550	72.8500	16 49 63 88 149 199 252 
90.9650	72.5800	60 70 97 125 198 225 247 
89.0250	71.1550	29 49 92 187 215 228 250 
72.7750	48.7300	17 30 53 209 224 238 253 
67.0350	53.2900	122 140 168 209 224 236 251 
85.5650	71.4300	64 87 110 129 159 219 247 
84.9700	71.6400	59 147 170 215 227 239 253 
88.9550	73.8450	17 44 78 97 157 207 251 
76.7500	69.8700	67 81 115 157 173 190 207 
84.2100	70.8450	66 90 103 192 224 238 250 
77.2350	71.9950	35 51 96 187 219 238 253 
75.8850	77.5450	21 42 64 98 168 190 244 
85.7900	69.0950	15 43 57 78 96 206 223 
77.5250	69.2900	16 47 96 116 135 230 247 
75.3200	71.5650	69 121 157 196 226 236 251 
65.9200	62.3350	16 75 91 104 125 157 173 
62.9100	62.7800	15 28 39 54 96 127 161 
85.0300	73.1050	22 54 66 80 168 187 225 
70.8600	56.7700	17 33 54 68 102 235 250 
78.4100	60.3500	19 37 52 65 89 221 251 
68.3850	50.7800	140 164 178 190 221 234 254 
82.6600	55.7750	11 29 63 205 221 239 253 
73.5900	60.7300	16 49 172 189 205 228 245 
80.5500	71.7300	32 44 72 125 149 231 250 
75.1350	67.6150	38 57 159 179 194 234 250 
90.2100	61.3700	11 29 49 60 75 199 234 
76.4250	73.2100	49 63 92 127 196 239 253 
76.6050	73.9750	30 54 121 159 178 191 224 
85.8700	71.7750	14 66 84 101 140 163 227 
80.5200	60.8850	101 143 177 210 225 236 250 
78.2700	70.0350	15 31 54 67 161 195 218 
86.4100	66.8400	13 25 116 172 207 231 247 
85.2400	72.9100	54 78 95 149 187 206 225 
# Finished in 27.41 seconds (1000 libraries, 200000 chimeras)
